donation_id,supporter_id,donation_date,amount_gbp,campaign_code,payment_method,gift_aid,refunded
6734,2217,2025-10-13,50,CMP0099,Standing Order,0,0
3678,1230,2023-02-11,20,CMP0104,Cheque,0,0
10166,3326,2018-12-09,50,CMP0135,Cheque,1,0
11076,3587,2020-11-09,100,CMP0045,Cash,0,0
10160,3322,2019-11-16,250,CMP0015,Standing Order,0,0
4913,1633,2024-12-16,200,CMP0128,Cheque,0,0
5552,1826,2022-10-26,375.0,CMP0005,Online,1,0
11364,3668,2021-11-28,375.0,CMP0024,Online,0,0
8936,2922,2026-03-12,50,CMP0161,Cash,1,0
9644,3145,2023-08-12,250,CMP0064,Standing Order,1,0
10721,3491,2023-08-02,20,CMP0103,Card,0,0
11151,3610,2023-09-23,22.5,CMP0166,Direct Debit,1,0
9799,3197,2025-02-17,500,CMP0187,Cheque,0,0
779,255,2023-12-06,20,CMP0161,Direct Debit,1,0
3881,1300,2025-05-30,5,CMP0007,Direct Debit,0,0
7378,2407,2025-04-16,10,CMP0188,Direct Debit,0,0
8016,2614,2026-05-05,15.0,CMP0167,Direct Debit,1,0
6077,1988,2025-12-21,10,CMP0064,Card,1,0
2851,972,2019-09-05,15,CMP0040,Standing Order,0,0
3957,1329,2025-05-05,375.0,CMP0142,Card,0,1
911,305,2026-06-19,500,CMP0076,Online,1,0
5132,1700,2017-09-11,30.0,CMP0148,Cash,1,0
9835,3207,2025-04-13,10,CMP0088,Online,1,0
6427,2120,2022-04-12,25,CMP0175,Card,0,0
8053,2627,2020-07-23,100,CMP0085,Card,1,0
616,197,2026-03-21,22.5,CMP0163,Cheque,1,0
4739,1580,2024-10-29,7.5,CMP0121,Direct Debit,0,0
3563,1194,2019-03-23,22.5,CMP0067,Cheque,1,0
6526,2158,2023-05-22,250,CMP0146,Direct Debit,1,0
1508,508,2020-04-01,22.5,CMP0174,Cheque,0,0
4519,1503,2021-10-05,10,CMP0003,Standing Order,1,0
3822,1284,2025-10-13,25,CMP0032,Online,1,0
1303,428,2024-09-08,22.5,CMP0191,Cheque,1,0
9821,3204,2024-06-02,30,CMP0078,Cheque,0,0
2062,687,2024-10-17,5,CMP0164,Cheque,1,0
7044,2306,2023-01-28,250,CMP0069,Online,0,0
5142,1703,2025-09-25,5,CMP0131,Card,0,0
943,317,2026-07-13,5,CMP0189,Direct Debit,0,0
11106,3592,2022-10-18,100,CMP0153,Direct Debit,1,0
7865,2567,2021-11-25,500,CMP0143,Card,1,0
4764,1588,2024-09-19,500,CMP0144,Card,0,0
3830,1285,2022-06-26,22.5,CMP0039,Standing Order,1,0
5386,1780,2026-07-13,375.0,CMP0010,Direct Debit,0,0
9516,3107,2023-06-16,15,CMP0004,Standing Order,1,0
1878,628,2022-08-18,5,CMP0008,Cheque,1,0
8701,2844,2026-01-15,10,CMP0046,Standing Order,1,0
1307,430,2023-12-06,100,CMP0122,Direct Debit,0,0
5564,1833,2024-06-03,10,CMP0164,Cash,0,1
2125,708,2024-05-20,15.0,CMP0106,Standing Order,1,0
5542,1822,2025-02-04,40,CMP0055,Direct Debit,0,0
6404,2115,2023-12-25,100,CMP0025,Direct Debit,0,0
2510,851,2022-09-21,200,CMP0092,Online,0,0
3096,1047,2024-10-14,10,CMP0188,Card,1,0
4412,1464,2025-08-05,20,CMP0005,Standing Order,1,1
10563,3445,2024-10-04,25,CMP0167,Direct Debit,0,0
7457,2439,2025-09-25,250,CMP0190,Cash,1,0
1230,404,2022-01-08,37.5,CMP0038,Cash,0,0
3998,1337,2024-09-23,20,CMP0138,Cheque,0,0
12313,4013,2026-01-29,100,CMP0148,Card,0,0
8496,2771,2025-03-29,10,CMP0054,Card,0,0
4064,1351,2025-04-22,50,CMP0028,Card,0,0
1914,641,2024-03-26,100,CMP0118,Direct Debit,1,0
9993,3268,2019-06-14,37.5,CMP0036,Direct Debit,1,0
827,273,2022-06-20,500,CMP0031,Cash,0,0
12188,3963,2023-04-19,37.5,CMP0103,Online,1,0
11133,3601,2026-07-17,50,CMP0037,Online,1,0
11957,3885,2021-03-03,25,CMP0057,Cash,1,0
5286,1752,2026-03-24,50,CMP0039,Online,1,0
11724,3788,2024-07-09,250,CMP0041,Card,0,0
144,44,2021-10-06,100,CMP0183,Direct Debit,0,0
2642,890,2023-09-30,15,CMP0177,Cash,1,0
2633,887,2025-05-19,250,CMP0039,Card,0,0
7162,2341,2024-03-06,25,CMP0072,Cheque,0,0
3489,1164,2018-10-29,25,CMP0010,Cheque,1,0
511,159,2023-05-19,200,CMP0146,Direct Debit,0,0
2673,903,2023-11-30,50,CMP0033,Cheque,1,0
5236,1733,2025-04-11,20,CMP0191,Online,0,0
3578,1203,2021-04-16,200,CMP0055,Direct Debit,1,0
1614,543,2022-09-26,375.0,CMP0129,Card,0,0
8119,2645,2025-10-03,30.0,CMP0179,Online,0,0
9588,3128,2020-06-04,22.5,CMP0113,Cash,1,0
11715,3785,2026-03-20,100,CMP0111,Card,0,0
9279,3032,2025-07-17,5,CMP0174,Cheque,1,0
6782,2229,2022-03-11,15.0,CMP0079,Standing Order,1,0
5981,1958,2021-05-04,100,CMP0139,Cheque,1,0
11825,3834,2026-06-24,500,CMP0024,Standing Order,0,0
12064,3928,2019-08-07,30.0,CMP0056,Cash,1,0
2089,694,2026-03-30,25,CMP0061,Online,0,0
1025,341,2024-12-24,100,CMP0024,Card,1,0
9298,3037,2021-02-03,250,CMP0163,Online,0,0
2676,903,2022-09-06,20,CMP0002,Online,0,0
11824,3834,2025-05-14,100,CMP0125,Card,1,0
11341,3661,2022-12-23,40,CMP0061,Standing Order,0,0
809,268,2025-06-23,20,CMP0133,Cash,0,0
10520,3433,2019-03-15,25,CMP0100,Cash,1,0
10564,3445,2025-06-26,15,CMP0137,Card,1,0
12012,3905,2025-11-17,22.5,CMP0119,Online,1,0
7948,2589,2024-07-30,25,CMP0125,Card,0,0
4013,1339,2021-02-24,500,CMP0081,Direct Debit,1,0
2069,691,2023-03-18,50,CMP0061,Standing Order,1,0
9154,2989,2019-05-28,15,CMP0064,Cheque,0,0
10425,3395,2023-01-14,37.5,CMP0192,Card,1,0
4676,1564,2026-06-26,150.0,CMP0009,Cash,0,0
3377,1129,2022-11-29,100,CMP0111,Standing Order,1,0
351,113,2025-09-14,50,CMP0038,Cash,1,0
7134,2332,2026-06-08,30.0,CMP0141,Cheque,0,0
731,236,2021-12-19,375.0,CMP0122,Standing Order,1,0
9980,3264,2025-06-17,25,CMP0086,Card,1,0
2165,727,2023-11-21,22.5,CMP0073,Card,0,0
6837,2249,2022-10-07,10,CMP0098,Direct Debit,0,0
11837,3843,2025-09-05,20,CMP0149,Cash,0,0
3422,1144,2025-05-10,500,CMP0013,Online,1,0
2782,950,2026-07-25,20,CMP0050,Direct Debit,1,0
7500,2450,2022-08-28,5,CMP0100,Card,0,0
11237,3631,2025-10-14,30.0,CMP0063,Cheque,0,0
3994,1337,2026-03-03,25,CMP0069,Cheque,1,0
5156,1705,2022-05-28,200,CMP0125,Standing Order,0,0
6889,2258,2021-05-07,5,CMP0143,Cheque,1,0
4713,1577,2023-01-10,20,CMP0005,Direct Debit,1,0
9826,3206,2022-10-13,375.0,CMP0033,Direct Debit,1,0
8397,2743,2021-03-22,5,CMP0117,Standing Order,0,0
5477,1803,2021-09-09,5,CMP0099,Direct Debit,0,0
10621,3463,2024-11-12,7.5,CMP0055,Online,0,0
7623,2491,2025-01-22,5,CMP0044,Cash,1,0
6801,2236,2025-05-25,150.0,CMP0061,Direct Debit,1,0
3012,1020,2023-07-20,10,CMP0118,Cheque,1,0
3156,1064,2023-01-22,20,CMP0134,Online,1,0
2156,719,2022-01-07,10,CMP0155,Online,1,0
6262,2055,2020-11-08,22.5,CMP0063,Online,0,0
4638,1550,2023-11-21,100,CMP0049,Cheque,1,0
10030,3284,2025-05-26,100,CMP0021,Direct Debit,1,0
497,155,2024-01-31,50,CMP0192,Card,1,0
11210,3624,2023-08-25,250,CMP0169,Cheque,1,0
6976,2284,2023-08-03,25,CMP0030,Standing Order,0,0
3480,1164,2018-07-19,15,CMP0042,Cash,1,0
1266,415,2025-06-24,22.5,CMP0005,Cash,1,0
4815,1603,2026-03-18,75.0,CMP0078,Standing Order,0,0
738,241,2023-03-02,10,CMP0155,Standing Order,0,0
6040,1975,2026-04-29,5,CMP0005,Cash,1,0
8837,2890,2019-10-08,25,CMP0009,Cheque,0,0
8914,2910,2022-12-11,37.5,CMP0184,Standing Order,0,0
5615,1841,2019-08-10,50,CMP0035,Cash,1,0
9233,3014,2026-07-28,15,CMP0035,Card,0,0
10430,3397,2026-01-10,5,CMP0028,Direct Debit,0,1
6504,2151,2024-02-27,375.0,CMP0020,Online,0,0
11234,3630,2022-07-24,75.0,CMP0038,Online,1,0
9918,3239,2024-02-28,100,CMP0048,Cheque,0,0
6243,2051,2021-04-19,25,CMP0132,Online,1,0
3567,1195,2025-09-05,250,CMP0170,Card,0,0
3716,1248,2025-02-21,25,CMP0075,Online,1,0
1366,446,2025-07-26,10,CMP0120,Cash,0,0
3239,1088,2025-08-18,30,CMP0014,Direct Debit,1,0
6843,2250,2022-05-16,15,CMP0055,Cash,0,0
11509,3715,2025-12-04,40,CMP0160,Direct Debit,0,0
4785,1596,2023-02-15,25,CMP0017,Card,1,0
12281,3999,2026-01-30,40,CMP0075,Cash,1,0
9934,3250,2023-03-15,22.5,CMP0066,Direct Debit,1,0
6430,2122,2026-08-01,20,CMP0155,Online,0,0
9694,3167,2024-12-06,250,CMP0124,Direct Debit,1,0
4545,1511,2025-03-22,100,CMP0048,Direct Debit,1,0
1786,598,2019-11-11,375.0,CMP0189,Card,1,0
9529,3110,2025-07-13,50,CMP0142,Card,0,0
1945,650,2019-10-26,5,CMP0027,Cash,0,0
6590,2179,2025-01-28,5,CMP0132,Cash,0,0
6611,2182,2021-04-16,250,CMP0177,Card,0,0
9720,3177,2024-12-10,200,CMP0145,Online,1,0
8820,2885,2020-05-18,75.0,CMP0009,Cash,0,0
7323,2388,2024-11-13,75.0,CMP0167,Cash,1,0
12142,3952,2021-06-23,15,CMP0184,Standing Order,0,0
2661,896,2024-06-10,250,CMP0127,Direct Debit,0,0
11390,3673,2022-07-14,200,CMP0085,Cash,0,0
8864,2895,2025-10-10,20,CMP0066,Standing Order,1,0
10569,3447,2024-11-15,22.5,CMP0145,Card,1,0
9439,3078,2026-06-17,50,CMP0048,Cash,0,0
4906,1632,2024-05-28,375.0,CMP0038,Cheque,1,0
1837,620,2024-04-19,200,CMP0028,Cash,1,0
7397,2414,2025-05-08,15,CMP0063,Online,1,0
8960,2929,2025-06-24,5,CMP0023,Cash,0,0
6677,2207,2024-08-23,100,CMP0151,Cash,1,0
10104,3309,2022-05-23,20,CMP0187,Direct Debit,1,0
10610,3460,2025-09-15,250,CMP0158,Card,0,0
8287,2710,2026-01-01,37.5,CMP0057,Online,0,0
5973,1957,2021-07-12,5,CMP0144,Card,0,0
7619,2491,2018-10-29,375.0,CMP0148,Direct Debit,1,0
5607,1838,2021-09-07,5,CMP0035,Cash,0,0
9037,2948,2026-01-08,7.5,CMP0068,Cash,0,0
5226,1731,2026-08-10,100,CMP0134,Cash,1,0
10848,3525,2024-01-18,10,CMP0134,Direct Debit,0,0
1989,666,2018-04-12,75.0,CMP0178,Cheque,1,0
5579,1835,2023-12-15,30,CMP0018,Cash,1,0
3706,1247,2026-06-11,50,CMP0168,Cash,0,0
12163,3959,2023-02-16,10,CMP0075,Online,0,0
10277,3363,2018-12-06,20,CMP0153,Online,0,0
7078,2315,2025-10-08,30,CMP0041,Card,0,0
7152,2339,2021-07-03,30.0,CMP0137,Cheque,1,0
11166,3611,2022-03-26,25,CMP0079,Direct Debit,1,0
9731,3178,2024-07-02,22.5,CMP0184,Cheque,0,0
7877,2571,2025-09-07,200,CMP0120,Cheque,0,0
2539,858,2023-10-17,200,CMP0152,Card,0,0
10755,3496,2021-10-22,40,CMP0095,Card,1,0
12060,3928,2022-10-06,75.0,CMP0177,Cash,0,0
10745,3496,2026-05-15,50,CMP0101,Card,1,0
3396,1136,2026-02-17,7.5,CMP0192,Card,0,0
9955,3257,2024-07-05,15,CMP0090,Direct Debit,0,0
10294,3365,2023-09-21,100,CMP0192,Card,0,0
1284,422,2022-11-30,50,CMP0153,Direct Debit,1,0
4225,1400,2025-05-15,250,CMP0183,Cash,0,0
958,319,2024-11-02,15,CMP0142,Card,1,0
1256,412,2026-07-22,20,CMP0130,Online,0,0
9923,3243,2026-01-23,20,CMP0038,Standing Order,0,0
1657,557,2024-06-11,20,CMP0187,Direct Debit,1,0
9572,3126,2023-05-18,20,CMP0184,Cheque,0,0
10155,3322,2026-08-11,5,CMP0088,Online,1,0
11226,3628,2025-09-02,30,CMP0161,Standing Order,1,0
7102,2320,2025-12-05,50,CMP0172,Card,0,0
11377,3670,2023-07-27,25,CMP0001,Standing Order,1,0
11990,3895,2026-02-09,150.0,CMP0180,Standing Order,1,0
7468,2441,2025-03-01,500,CMP0058,Standing Order,0,0
9441,3080,2025-08-30,100,CMP0024,Standing Order,0,0
676,208,2022-01-26,10,CMP0076,Cash,0,0
10002,3275,2025-12-20,10,CMP0160,Cheque,0,0
9294,3034,2017-03-21,50,CMP0068,Online,0,0
4631,1545,2023-01-17,5,CMP0088,Cheque,0,0
4027,1344,2025-07-07,250,CMP0151,Cheque,1,0
2326,794,2023-06-08,100,CMP0182,Direct Debit,0,0
4878,1620,2019-03-22,20,CMP0042,Card,1,0
8322,2720,2024-04-09,30.0,CMP0122,Standing Order,1,0
10450,3407,2026-06-27,22.5,CMP0074,Cheque,0,0
1392,459,2024-05-10,100,CMP0124,Card,1,0
82,25,2025-11-12,25,CMP0040,Cheque,1,0
3037,1030,2022-04-16,20,CMP0073,Standing Order,1,0
9906,3233,2022-08-07,20,CMP0036,Direct Debit,1,0
6879,2257,2020-07-28,25,CMP0189,Online,0,0
6128,1999,2024-07-14,150.0,CMP0054,Cash,1,0
1583,533,2025-04-12,20,CMP0034,Cheque,0,0
6,1,2023-09-14,10,CMP0098,Cheque,1,0
1600,541,2023-12-10,200,CMP0019,Standing Order,0,0
12010,3905,2026-06-01,250,CMP0121,Standing Order,1,0
3256,1097,2025-09-22,20,CMP0112,Cash,0,0
4538,1508,2022-03-22,20,CMP0014,Cheque,1,0
1130,379,2020-09-30,20,CMP0189,Standing Order,1,0
6320,2085,2025-03-23,250,CMP0168,Direct Debit,1,0
4643,1551,2022-08-02,375.0,CMP0136,Cash,0,1
1233,405,2022-04-05,100,CMP0099,Card,1,0
11787,3814,2023-03-09,5,CMP0071,Online,0,0
6231,2049,2023-03-14,50,CMP0102,Cheque,0,0
4431,1472,2023-09-14,37.5,CMP0018,Standing Order,0,0
3431,1146,2017-10-23,30.0,CMP0037,Cash,0,0
10770,3499,2025-10-17,10,CMP0116,Direct Debit,1,0
2878,981,2024-03-14,15,CMP0005,Direct Debit,1,0
2664,897,2024-11-28,10,CMP0148,Online,0,0
11908,3866,2025-06-14,50,CMP0161,Card,1,0
9633,3143,2020-12-03,100,CMP0110,Standing Order,1,0
8265,2702,2026-07-16,7.5,CMP0068,Cash,1,0
2265,760,2024-09-17,20,CMP0052,Direct Debit,1,0
668,208,2025-06-06,15,CMP0029,Online,1,0
9824,3204,2025-08-03,10,CMP0089,Cash,0,0
7101,2320,2024-10-03,250,CMP0129,Standing Order,1,0
8263,2702,2026-01-20,15.0,CMP0097,Card,1,0
7942,2585,2021-11-19,20,CMP0146,Card,0,0
4972,1649,2023-10-29,20,CMP0138,Cash,0,0
4684,1565,2024-07-10,37.5,CMP0170,Cash,1,0
8636,2819,2024-06-11,7.5,CMP0062,Standing Order,0,0
11301,3653,2024-02-28,5,CMP0067,Cheque,1,0
6499,2149,2023-11-21,250,CMP0079,Standing Order,0,0
1952,651,2023-04-03,37.5,CMP0158,Direct Debit,1,0
582,189,2022-03-17,250,CMP0166,Cheque,0,0
3587,1204,2025-07-11,15,CMP0169,Direct Debit,0,1
7298,2381,2020-04-21,75.0,CMP0120,Standing Order,1,0
2225,742,2023-02-01,250,CMP0030,Cheque,0,0
6302,93604,2022-04-28,50,CMP0102,Card,1,0
8682,2834,2021-09-10,250,CMP0179,Direct Debit,0,0
9234,3014,2022-05-13,50,CMP0189,Card,1,0
12178,3961,2022-08-19,15.0,CMP0050,Standing Order,1,0
8382,2737,2021-09-02,30.0,CMP0154,Online,0,0
2594,879,2024-08-21,15,CMP0043,Direct Debit,0,0
7638,2493,2023-04-14,10,CMP0041,Standing Order,1,0
10105,3309,2021-07-06,15.0,CMP0069,Cheque,0,0
70,22,2026-06-24,20,CMP0013,Card,1,0
9075,2961,2024-11-28,37.5,CMP0049,Card,1,0
9188,2998,2024-12-18,37.5,CMP0056,Online,0,0
11553,3727,2023-11-19,5,CMP0028,Cash,1,0
6314,2081,2021-10-31,5,CMP0066,Cash,0,0
3281,1101,2020-09-13,5,CMP0124,Online,1,0
10081,3298,2023-12-17,25,CMP0096,Online,1,0
8039,2622,2024-02-06,20,CMP0011,Cheque,1,0
4612,1538,2025-12-18,10,CMP0169,Cash,0,0
7635,2493,2026-06-12,50,CMP0116,Direct Debit,0,0
5752,1886,2018-09-25,50,CMP0129,Standing Order,1,0
1710,578,2019-02-20,250,CMP0072,Direct Debit,1,0
6789,2231,2026-07-11,25,CMP0091,Online,0,0
2300,777,2023-05-19,37.5,CMP0189,Cheque,0,0
10057,3291,2023-11-25,50,CMP0056,Direct Debit,1,1
3229,1086,2023-10-31,15,CMP0112,Cash,0,0
11036,3578,2021-10-07,10,CMP0117,Cash,0,0
4600,1534,2024-10-28,100,CMP0004,Direct Debit,1,0
10985,3563,2023-01-05,50,CMP0107,Direct Debit,0,0
4099,1360,2021-08-16,10,CMP0082,Cheque,0,0
623,197,2024-01-09,50,CMP0054,Online,0,0
3974,1331,2023-07-13,15,CMP0071,Cash,1,0
2080,693,2020-01-17,50,CMP0172,Card,1,0
7682,2508,2020-08-06,50,CMP0131,Cheque,0,0
5440,1793,2023-07-31,100,CMP0063,Standing Order,1,0
6928,2275,2021-05-14,100,CMP0123,Card,1,0
7662,2499,2021-12-09,20,CMP0125,Direct Debit,0,0
6896,2259,2022-04-27,200,CMP0178,Direct Debit,0,0
5271,1743,2024-07-31,30,CMP0145,Standing Order,0,0
11021,3573,2026-07-25,40,CMP0087,Cash,1,0
690,218,2022-06-22,30,CMP0192,Card,0,0
9860,3220,2025-06-16,10,CMP0005,Standing Order,0,0
9664,3156,2022-03-06,375.0,CMP0093,Cheque,1,0
12080,3935,2021-04-12,375.0,CMP0106,Standing Order,1,0
4448,1476,2023-02-02,10,CMP0071,Direct Debit,1,0
11193,3621,2024-06-07,50,CMP0047,Cash,1,0
7284,2377,2020-06-15,50,CMP0083,Cheque,0,0
7719,2522,2023-11-08,250,CMP0055,Standing Order,1,0
8307,2714,2022-11-14,375.0,CMP0175,Cash,1,0
6386,2107,2026-02-18,50,CMP0012,Cash,0,0
5757,1891,2021-02-15,25,CMP0046,Direct Debit,0,0
3007,1019,2024-08-30,250,CMP0033,Cheque,0,0
3824,1284,2020-06-03,100,CMP0107,Direct Debit,0,0
5636,1847,2024-09-04,50,CMP0169,Direct Debit,0,0
10843,3525,2025-07-11,500,CMP0083,Cheque,1,0
9519,3107,2023-09-20,10,CMP0001,Card,1,1
5391,1781,2024-03-27,50,CMP0165,Card,1,0
3085,1044,2018-03-16,7.5,CMP0035,Online,0,0
9634,3143,2024-04-21,50,CMP0024,Card,1,0
3350,1124,2024-12-11,5,CMP0125,Online,0,0
2462,832,2026-05-01,37.5,CMP0175,Online,1,0
1362,445,2021-11-30,100,CMP0041,Standing Order,0,0
3670,1230,2022-03-07,40,CMP0010,Cheque,0,0
12092,3938,2025-09-09,15,CMP0125,Cash,0,0
3161,1064,2023-09-13,50,CMP0027,Card,0,0
9198,2999,2022-11-06,100,CMP0018,Cash,0,0
6552,2167,2025-01-18,50,CMP0020,Online,1,0
5785,1899,2025-06-20,100,CMP0102,Cash,0,0
3055,1034,2020-03-25,100,CMP0004,Direct Debit,0,0
865,284,2026-07-20,50,CMP0122,Standing Order,0,0
10716,3490,2024-02-26,15,CMP0072,Online,1,0
5392,1781,2023-08-21,10,CMP0175,Direct Debit,1,0
8105,2640,2020-05-02,15,CMP0027,Card,0,0
5148,1705,2025-09-10,10,CMP0030,Online,1,0
7816,2552,2026-05-03,50,CMP0109,Cash,0,0
10107,3311,2025-03-16,25,CMP0133,Direct Debit,1,0
12372,2892,2025-12-25,30.0,CMP0142,Card,1,0
8534,2783,2025-06-20,10,CMP0069,Card,1,0
5984,1959,2023-12-16,20,CMP0127,Card,0,0
4243,1405,2024-01-02,250,CMP0038,Standing Order,1,0
3206,1078,2022-11-25,25,CMP0084,Online,0,0
6299,2073,2019-11-06,20,CMP0050,Cash,0,0
4012,1339,2023-07-04,100,CMP0056,Standing Order,1,0
12271,3993,2021-03-28,5,CMP0086,Online,1,0
1346,442,2025-03-17,20,CMP0174,Direct Debit,0,0
4566,1518,2026-07-06,100,CMP0026,Online,0,0
11637,3746,2018-01-08,15,CMP0015,Direct Debit,0,0
7388,2412,2020-07-22,100,CMP0074,Cash,0,0
5666,1861,2025-11-18,5,CMP0034,Cheque,0,0
8732,2854,2023-10-27,375.0,CMP0163,Cash,0,0
3056,1034,2023-11-19,15,CMP0059,Cash,0,0
11132,3599,2023-12-03,40,CMP0082,Online,1,0
4298,1422,2023-06-25,20,CMP0105,Online,1,0
6255,2055,2022-04-18,22.5,CMP0168,Card,1,0
7881,2571,2022-08-01,15,CMP0179,Standing Order,1,0
6569,2175,2022-03-09,100,CMP0026,Card,0,0
5687,1865,2020-11-29,10,CMP0130,Cheque,0,0
5972,1956,2024-01-06,25,CMP0091,Standing Order,1,0
8433,2751,2019-06-24,7.5,CMP0020,Standing Order,1,0
6520,2157,2021-11-12,75.0,CMP0068,Online,0,0
6062,1982,2024-06-07,250,CMP0124,Card,1,0
5740,1882,2022-07-18,22.5,CMP0014,Card,0,0
1789,598,2023-05-05,10,CMP0006,Online,0,0
3154,1063,2021-08-24,30,CMP0036,Cash,1,0
9380,3061,2021-01-04,5,CMP0100,Cash,1,0
11646,3748,2024-07-20,50,CMP0012,Cheque,1,0
7887,2572,2024-02-17,40,CMP0151,Online,1,0
6067,1986,2026-04-06,25,CMP0039,Card,1,0
1339,438,2023-04-27,375.0,CMP0084,Online,0,1
5020,1666,2024-02-22,375.0,CMP0169,Online,0,0
5637,1848,2025-08-13,10,CMP0094,Card,0,0
9413,3070,2024-08-14,250,CMP0013,Online,0,0
3719,1249,2024-01-04,50,CMP0002,Standing Order,1,0
2299,777,2025-11-07,20,CMP0172,Cash,1,0
11064,3584,2025-07-31,25,CMP0178,Online,0,0
7927,2582,2024-09-20,15,CMP0103,Direct Debit,0,0
477,151,2025-06-21,100,CMP0085,Card,1,0
11171,3613,2025-11-08,250,CMP0038,Card,1,0
10948,3550,2024-06-13,20,CMP0163,Standing Order,0,0
6370,2100,2025-06-07,30.0,CMP0155,Cash,0,0
926,313,2025-08-22,30.0,CMP0118,Standing Order,0,0
9558,3120,2022-12-19,375.0,CMP0028,Cheque,0,0
4689,1566,2023-06-20,150.0,CMP0111,Standing Order,1,0
11580,3730,2021-07-23,15.0,CMP0149,Standing Order,1,0
7291,2378,2026-03-02,100,CMP0057,Cheque,1,0
7189,2349,2018-12-18,100,CMP0152,Online,0,0
5692,1866,2025-08-08,10,CMP0174,Card,1,0
11490,3709,2025-07-16,500,CMP0068,Card,1,0
130,38,2024-04-23,375.0,CMP0049,Direct Debit,0,0
4740,1580,2026-06-13,250,CMP0065,Cheque,1,0
6983,2290,2022-01-18,25,CMP0131,Standing Order,1,0
478,151,2022-02-24,100,CMP0042,Direct Debit,0,0
3488,1164,2021-02-28,10,CMP0076,Cash,1,0
8544,2784,2024-03-02,20,CMP0150,Cheque,1,0
11678,3765,2023-07-05,5,CMP0058,Direct Debit,0,0
5298,1754,2024-10-24,20,CMP0165,Direct Debit,0,0
2421,819,2024-02-03,15.0,CMP0118,Standing Order,0,0
5510,1816,2025-05-25,10,CMP0040,Standing Order,1,0
1942,649,2025-10-02,5,CMP0133,Cash,1,0
4437,1473,2026-05-31,25,CMP0127,Card,1,0
11054,3584,2019-09-06,50,CMP0078,Cash,0,0
442,144,2023-04-10,22.5,CMP0045,Cheque,1,0
8372,2735,2019-04-18,20,CMP0102,Direct Debit,1,0
7390,2412,2025-09-25,10,CMP0010,Cash,0,0
8409,2746,2024-08-05,30,CMP0103,Standing Order,1,0
4355,1444,2025-07-14,40,CMP0156,Online,1,0
920,307,2025-06-04,75.0,CMP0182,Standing Order,1,0
10512,3432,2026-03-17,50,CMP0190,Standing Order,1,0
8967,2930,2022-10-15,25,CMP0003,Card,0,0
672,208,2022-04-14,20,CMP0142,Online,1,0
3043,1031,2025-06-25,250,CMP0188,Cash,0,0
6494,2149,2023-05-20,15,CMP0107,Cash,0,0
624,197,2026-05-08,10,CMP0137,Card,1,1
7898,2574,2019-11-06,10,CMP0171,Cash,0,0
10463,3409,2023-09-23,375.0,CMP0073,Direct Debit,1,0
1053,348,2022-02-25,100,CMP0002,Card,0,0
5319,1760,2018-10-15,30.0,CMP0145,Cheque,0,0
5009,92204,2023-11-25,15,CMP0029,Card,1,0
1356,444,2023-11-14,5,CMP0123,Online,0,0
9584,3128,2022-12-03,100,CMP0060,Cheque,0,0
5583,1835,2025-05-19,15,CMP0186,Cash,0,0
7567,2476,2019-03-09,100,CMP0046,Cheque,1,1
6166,2020,2024-03-18,15.0,CMP0174,Cash,0,0
10375,3383,2024-08-04,25,CMP0053,Cash,1,0
4861,1614,2022-12-27,100,CMP0064,Standing Order,1,0
226,67,2024-01-14,37.5,CMP0168,Online,1,0
10814,3516,2021-04-24,375.0,CMP0132,Cheque,0,0
6698,2212,2022-10-20,15,CMP0119,Card,0,0
9723,3177,2026-05-10,150.0,CMP0001,Cheque,0,0
1294,423,2025-10-07,15.0,CMP0001,Standing Order,1,0
3519,1176,2023-11-22,5,CMP0051,Online,0,0
307,94,2019-06-17,10,CMP0112,Online,1,0
176,50,2026-06-14,250,CMP0190,Cash,1,0
4253,1409,2026-06-12,5,CMP0181,Cash,0,0
7759,2535,2022-02-07,15,CMP0008,Standing Order,0,0
5845,1917,2023-11-28,50,CMP0158,Online,1,0
8671,2830,2025-03-31,10,CMP0039,Direct Debit,0,0
6457,2134,2025-12-25,15,CMP0047,Card,1,0
20,3,2019-07-05,100,CMP0149,Online,0,0
2411,818,2024-11-26,100,CMP0137,Cash,0,0
48,14,2026-06-09,25,CMP0011,Card,0,0
8961,2930,2025-01-12,15,CMP0048,Standing Order,1,0
9968,3262,2025-08-11,250,CMP0001,Card,0,0
3452,1156,2025-09-10,25,CMP0172,Card,0,0
1858,625,2020-07-16,7.5,CMP0024,Direct Debit,0,0
4516,1503,2025-09-13,22.5,CMP0106,Direct Debit,1,0
9046,2953,2025-03-15,22.5,CMP0088,Cheque,0,0
9425,3072,2026-01-24,50,CMP0145,Cash,1,0
10088,3303,2024-05-30,40,CMP0046,Online,1,0
10650,3474,2023-05-19,100,CMP0180,Direct Debit,0,0
4741,1581,2022-12-07,25,CMP0003,Cheque,0,0
11813,3828,2023-04-26,500,CMP0095,Card,0,0
3794,1271,2021-08-04,5,CMP0025,Cheque,0,0
2699,918,2023-10-11,20,CMP0169,Cash,1,0
9211,3006,2026-07-05,50,CMP0041,Cheque,1,0
6176,2026,2025-05-06,100,CMP0147,Cheque,0,0
1384,454,2020-11-30,50,CMP0148,Cash,1,0
402,131,2025-10-10,20,CMP0027,Online,0,0
7473,2441,2026-07-09,100,CMP0177,Cheque,0,0
4374,1450,2023-02-02,250,CMP0094,Card,0,0
