activity_id,campaign_code,supporter_id,sent_date,opened,clicked,unsubscribed
1786,CMP0192,1205,2023-01-23,1,0,0
1787,CMP0192,1889,2023-01-23,0,0,0
1788,CMP0192,3913,2023-01-23,0,0,0
1789,CMP0192,584,2023-01-23,1,0,0
1790,CMP0192,2698,2023-01-23,0,0,0
1791,CMP0192,1062,2023-01-23,1,0,0
1792,CMP0192,2478,2023-01-23,0,0,0
1793,CMP0192,245,2023-01-23,0,1,0
1794,CMP0192,1406,2023-01-23,0,0,0
1795,CMP0192,3981,2023-01-23,0,0,0
1796,CMP0192,2712,2023-01-23,0,0,0
1797,CMP0192,1795,2023-01-23,0,0,0
1798,CMP0192,642,2023-01-23,0,0,0
1799,CMP0192,1922,2023-01-23,0,0,0
1800,CMP0192,3008,2023-01-23,0,0,0
1801,CMP0192,524,2023-01-23,1,0,0
1802,CMP0192,101,2023-01-23,0,0,0
1803,CMP0192,520,2023-01-23,1,1,0
1804,CMP0192,739,2023-01-23,0,0,0
1805,CMP0192,3815,2023-01-23,0,0,0
1806,CMP0192,736,2023-01-23,0,0,0
1807,CMP0192,2130,2023-01-23,0,0,0
1808,CMP0192,3413,2023-01-23,0,0,0
1809,CMP0192,797,2023-01-23,0,0,0
1810,CMP0192,453,2023-01-23,0,0,0
1811,CMP0192,160,2023-01-23,0,0,0
1812,CMP0192,1155,2023-01-23,0,0,0
1813,CMP0192,3112,2023-01-23,0,0,0
1814,CMP0192,841,2023-01-23,1,0,0
1815,CMP0192,3220,2023-01-23,0,0,0
1816,CMP0192,2137,2023-01-23,1,0,0
1817,CMP0192,563,2023-01-23,1,0,0
1818,CMP0192,2251,2023-01-23,0,0,0
1819,CMP0192,2097,2023-01-23,0,0,0
1820,CMP0192,3389,2023-01-23,0,0,0
1821,CMP0192,1170,2023-01-23,0,0,0
1822,CMP0192,974,2023-01-23,0,0,0
1823,CMP0192,457,2023-01-23,1,0,0
1824,CMP0192,2710,2023-01-23,1,0,0
1825,CMP0192,2073,2023-01-23,1,0,0
1826,CMP0192,867,2023-01-23,0,0,0
1827,CMP0192,1186,2023-01-23,0,0,0
1828,CMP0192,1327,2023-01-23,0,0,0
1829,CMP0192,2961,2023-01-23,0,0,0
1830,CMP0192,3740,2023-01-23,1,1,0
1831,CMP0192,3705,2023-01-23,0,0,0
1832,CMP0192,2252,2023-01-23,0,0,0
1833,CMP0192,1666,2023-01-23,0,0,0
1834,CMP0192,3698,2023-01-23,1,0,0
1835,CMP0192,1841,2023-01-23,0,0,0
1836,CMP0192,883,2023-01-23,0,0,0
1837,CMP0192,3201,2023-01-23,0,0,0
1838,CMP0192,428,2023-01-23,0,0,0
1839,CMP0192,1158,2023-01-23,0,0,0
1840,CMP0192,596,2023-01-23,0,0,0
1841,CMP0192,1624,2023-01-23,0,0,0
1842,CMP0192,970,2023-01-23,1,0,0
1843,CMP0192,3575,2023-01-23,1,0,0
1844,CMP0192,517,2023-01-23,1,1,0
1845,CMP0192,1935,2023-01-23,0,0,0
1846,CMP0192,819,2023-01-23,0,0,0
1847,CMP0192,751,2023-01-23,0,0,0
1848,CMP0192,3011,2023-01-23,1,1,0
1849,CMP0192,1319,2023-01-23,0,0,0
1850,CMP0192,2643,2023-01-23,0,0,0
1851,CMP0192,3548,2023-01-23,1,0,0
1852,CMP0192,701,2023-01-23,1,0,0
1853,CMP0192,374,2023-01-23,1,0,0
1854,CMP0192,1140,2023-01-23,0,0,0
1855,CMP0192,977,2023-01-23,0,0,0
1856,CMP0192,2940,2023-01-23,1,0,0
1857,CMP0192,757,2023-01-23,0,0,0
1858,CMP0192,2490,2023-01-23,0,0,0
1859,CMP0192,3462,2023-01-23,0,0,0
1860,CMP0192,2058,2023-01-23,0,0,0
1861,CMP0192,3871,2023-01-23,1,0,0
1862,CMP0192,2734,2023-01-23,0,0,0
1863,CMP0192,1523,2023-01-23,0,0,0
1864,CMP0192,3458,2023-01-23,0,0,0
1865,CMP0192,1036,2023-01-23,1,0,0
1866,CMP0192,1537,2023-01-23,0,0,0
1867,CMP0192,219,2023-01-23,1,1,0
1868,CMP0192,2876,2023-01-23,1,0,0
1869,CMP0192,2836,2023-01-23,0,0,0
1870,CMP0192,1698,2023-01-23,0,0,0
1871,CMP0192,860,2023-01-23,0,0,0
1872,CMP0192,3211,2023-01-23,1,1,0
1873,CMP0192,3607,2023-01-23,1,0,0
1874,CMP0192,3959,2023-01-23,0,0,0
1875,CMP0192,2057,2023-01-23,0,0,0
1876,CMP0192,1474,2023-01-23,1,0,0
1877,CMP0192,294,2023-01-23,1,0,0
1878,CMP0192,306,2023-01-23,1,0,0
1879,CMP0192,2781,2023-01-23,0,0,0
1880,CMP0192,300,2023-01-23,0,0,0
1881,CMP0192,482,2023-01-23,1,0,0
1882,CMP0192,2704,2023-01-23,0,0,0
1883,CMP0192,3471,2023-01-23,1,0,0
1884,CMP0192,2841,2023-01-23,0,0,0
1885,CMP0192,1992,2023-01-23,0,0,0
1886,CMP0192,3889,2023-01-23,0,0,0
1887,CMP0192,3979,2023-01-23,0,0,0
1888,CMP0192,988,2023-01-23,0,0,0
1889,CMP0192,2697,2023-01-23,1,0,0
1890,CMP0192,1060,2023-01-23,1,0,0
1891,CMP0192,3149,2023-01-23,0,0,0
1892,CMP0192,2193,2023-01-23,1,1,0
1893,CMP0192,2266,2023-01-23,1,1,0
1894,CMP0192,1387,2023-01-23,0,0,0
1895,CMP0192,1619,2023-01-23,1,0,0
1896,CMP0192,3135,2023-01-23,0,0,0
1897,CMP0192,3891,2023-01-23,0,0,0
1898,CMP0192,926,2023-01-23,0,0,0
1899,CMP0192,2722,2023-01-23,0,0,0
1900,CMP0192,562,2023-01-23,1,0,0
1901,CMP0192,1114,2023-01-23,0,0,0
1902,CMP0192,1704,2023-01-23,1,0,0
1903,CMP0192,436,2023-01-23,0,0,0
1904,CMP0192,1271,2023-01-23,0,0,0
1905,CMP0192,2537,2023-01-23,1,0,0
1906,CMP0192,1905,2023-01-23,0,0,0
1907,CMP0192,2875,2023-01-23,0,0,0
1908,CMP0192,158,2023-01-23,1,0,0
1909,CMP0192,1180,2023-01-23,0,0,0
1910,CMP0192,2139,2023-01-23,1,0,0
1911,CMP0192,2521,2023-01-23,0,0,0
1912,CMP0192,2714,2023-01-23,0,0,0
1913,CMP0192,3416,2023-01-23,0,0,0
1914,CMP0192,2340,2023-01-23,0,0,0
1915,CMP0192,1726,2023-01-23,0,0,0
1916,CMP0192,3298,2023-01-23,0,0,0
1917,CMP0192,3897,2023-01-23,0,0,0
1918,CMP0192,1753,2023-01-23,0,0,0
1919,CMP0192,2930,2023-01-23,1,1,0
1920,CMP0192,532,2023-01-23,0,0,0
1921,CMP0192,3525,2023-01-23,1,1,0
1922,CMP0192,20,2023-01-23,1,0,0
1923,CMP0192,484,2023-01-23,0,0,0
1924,CMP0192,3423,2023-01-23,1,0,0
1925,CMP0192,3121,2023-01-23,0,0,0
1926,CMP0192,1370,2023-01-23,0,0,0
1927,CMP0192,1171,2023-01-23,0,0,0
1928,CMP0192,3247,2023-01-23,0,0,0
1929,CMP0192,2096,2023-01-23,0,0,0
1930,CMP0192,181,2023-01-23,1,1,0
1931,CMP0192,2144,2023-01-23,1,0,0
1932,CMP0192,2136,2023-01-23,0,0,0
1933,CMP0192,2345,2023-01-23,1,0,0
1934,CMP0192,3887,2023-01-23,0,0,0
1935,CMP0192,3547,2023-01-23,0,0,0
1936,CMP0192,397,2023-01-23,0,0,0
1937,CMP0192,2603,2023-01-23,0,0,0
1938,CMP0192,1749,2023-01-23,0,0,0
1939,CMP0192,670,2023-01-23,0,0,0
1940,CMP0192,341,2023-01-23,0,0,0
1941,CMP0192,380,2023-01-23,0,0,0
1942,CMP0192,1551,2023-01-23,0,0,0
1943,CMP0192,2680,2023-01-23,0,0,0
1944,CMP0192,971,2023-01-23,0,0,0
1945,CMP0192,3786,2023-01-23,1,0,0
1946,CMP0192,2370,2023-01-23,1,0,0
1947,CMP0192,3339,2023-01-23,0,0,0
1948,CMP0192,3407,2023-01-23,0,0,0
1949,CMP0192,2094,2023-01-23,0,0,0
1950,CMP0192,3127,2023-01-23,1,0,0
1951,CMP0192,2626,2023-01-23,0,0,0
1952,CMP0192,981,2023-01-23,0,0,0
1953,CMP0192,2196,2023-01-23,1,0,0
1954,CMP0192,1077,2023-01-23,0,0,0
1955,CMP0192,1895,2023-01-23,0,0,0
1956,CMP0192,1789,2023-01-23,1,1,0
1957,CMP0192,1848,2023-01-23,0,0,0
1958,CMP0192,3792,2023-01-23,0,0,0
1959,CMP0192,1963,2023-01-23,1,0,0
1960,CMP0192,1061,2023-01-23,0,0,0
1961,CMP0192,3904,2023-01-23,0,0,0
1962,CMP0192,682,2023-01-23,1,0,0
1963,CMP0192,1385,2023-01-23,0,0,0
1964,CMP0192,772,2023-01-23,1,0,0
1965,CMP0192,2476,2023-01-23,0,0,0
1966,CMP0192,505,2023-01-23,1,0,0
1967,CMP0192,1414,2023-01-23,1,0,0
1968,CMP0192,3761,2023-01-23,0,0,0
1969,CMP0192,3209,2023-01-23,1,0,0
1970,CMP0192,3497,2023-01-23,1,0,0
1971,CMP0192,603,2023-01-23,0,0,0
1972,CMP0192,2360,2023-01-23,0,0,0
1973,CMP0192,823,2023-01-23,0,0,0
1974,CMP0192,2088,2023-01-23,0,0,0
1975,CMP0192,3583,2023-01-23,0,0,0
1976,CMP0192,2665,2023-01-23,1,1,0
1977,CMP0192,2699,2023-01-23,0,0,0
1978,CMP0192,3086,2023-01-23,1,0,0
1979,CMP0192,3440,2023-01-23,0,0,0
1980,CMP0192,1875,2023-01-23,1,0,0
1981,CMP0192,224,2023-01-23,0,0,0
1982,CMP0192,3461,2023-01-23,0,0,0
1983,CMP0192,1805,2023-01-23,1,0,0
1984,CMP0192,3065,2023-01-23,1,0,0
1985,CMP0192,3648,2023-01-23,0,0,0
1986,CMP0192,3214,2023-01-23,0,0,0
1987,CMP0192,3402,2023-01-23,1,0,0
1988,CMP0192,1159,2023-01-23,0,0,0
1989,CMP0192,2491,2023-01-23,0,0,0
1990,CMP0192,3721,2023-01-23,0,0,0
1991,CMP0192,3350,2023-01-23,0,0,0
1992,CMP0192,1377,2023-01-23,1,0,0
1993,CMP0192,314,2023-01-23,0,0,0
1994,CMP0192,2896,2023-01-23,1,0,0
1995,CMP0192,299,2023-01-23,0,0,0
1996,CMP0192,3857,2023-01-23,0,0,0
1997,CMP0192,1058,2023-01-23,0,0,0
1998,CMP0192,1606,2023-01-23,0,0,0
1999,CMP0192,1290,2023-01-23,0,0,0
2000,CMP0192,2492,2023-01-23,0,0,0
2001,CMP0192,991,2023-01-23,0,0,0
2002,CMP0192,805,2023-01-23,1,0,0
2003,CMP0192,3253,2023-01-23,1,0,0
2004,CMP0192,1983,2023-01-23,0,0,0
2005,CMP0192,909,2023-01-23,1,0,0
2006,CMP0192,3095,2023-01-23,0,0,0
2007,CMP0192,1480,2023-01-23,0,0,0
2008,CMP0192,2508,2023-01-23,0,0,0
2009,CMP0192,856,2023-01-23,0,0,0
2010,CMP0192,1362,2023-01-23,0,0,0
2011,CMP0192,1301,2023-01-23,0,0,0
2012,CMP0192,3528,2023-01-23,0,0,0
2013,CMP0192,2070,2023-01-23,0,0,0
2014,CMP0192,1266,2023-01-23,0,0,0
2015,CMP0192,638,2023-01-23,0,0,0
2016,CMP0192,3049,2023-01-23,1,0,0
2017,CMP0192,2597,2023-01-23,0,0,0
2018,CMP0192,3142,2023-01-23,0,0,0
2019,CMP0192,1296,2023-01-23,0,0,0
2020,CMP0192,1280,2023-01-23,0,0,0
2021,CMP0192,3405,2023-01-23,1,0,0
2022,CMP0192,2239,2023-01-23,1,0,0
2023,CMP0192,979,2023-01-23,0,0,0
2024,CMP0192,2123,2023-01-23,1,0,0
2025,CMP0192,3953,2023-01-23,1,1,0
2026,CMP0192,2249,2023-01-23,0,0,0
2027,CMP0192,3015,2023-01-23,1,1,0
2028,CMP0192,2243,2023-01-23,0,0,0
2029,CMP0148,2018,2025-05-16,0,0,0
2030,CMP0148,1581,2025-05-16,0,0,0
2031,CMP0148,1083,2025-05-16,1,0,0
2032,CMP0148,3913,2025-05-16,0,0,0
2033,CMP0148,2405,2025-05-16,0,0,0
2034,CMP0148,688,2025-05-16,1,0,0
2035,CMP0148,2399,2025-05-16,1,0,0
2036,CMP0148,3714,2025-05-16,0,0,0
2037,CMP0148,2859,2025-05-16,0,0,0
2038,CMP0148,3385,2025-05-16,0,0,0
2039,CMP0148,701,2025-05-16,0,0,0
2040,CMP0148,1429,2025-05-16,0,0,0
2041,CMP0148,700,2025-05-16,0,0,0
2042,CMP0148,676,2025-05-16,0,0,0
2043,CMP0148,3866,2025-05-16,0,0,0
2044,CMP0148,2251,2025-05-16,1,1,0
2045,CMP0148,1663,2025-05-16,0,0,0
2046,CMP0148,1565,2025-05-16,0,0,0
2047,CMP0148,625,2025-05-16,0,0,0
2048,CMP0148,1299,2025-05-16,0,0,0
2049,CMP0148,3191,2025-05-16,0,0,0
2050,CMP0148,2560,2025-05-16,0,0,0
2051,CMP0148,3008,2025-05-16,1,0,0
2052,CMP0148,2199,2025-05-16,0,0,1
2053,CMP0148,152,2025-05-16,0,0,0
2054,CMP0148,1653,2025-05-16,0,0,0
2055,CMP0148,2368,2025-05-16,0,0,0
2056,CMP0148,3429,2025-05-16,0,0,0
2057,CMP0148,2722,2025-05-16,1,0,0
2058,CMP0148,3178,2025-05-16,1,0,0
2059,CMP0148,428,2025-05-16,1,1,0
2060,CMP0148,3096,2025-05-16,1,0,0
2061,CMP0148,2625,2025-05-16,1,0,0
2062,CMP0148,197,2025-05-16,0,0,0
2063,CMP0148,321,2025-05-16,1,0,0
2064,CMP0148,650,2025-05-16,0,0,0
2065,CMP0148,761,2025-05-16,1,0,0
2066,CMP0148,3399,2025-05-16,0,0,0
2067,CMP0148,3012,2025-05-16,1,0,0
2068,CMP0148,2126,2025-05-16,0,0,0
2069,CMP0148,628,2025-05-16,0,0,0
2070,CMP0148,3798,2025-05-16,1,0,0
2071,CMP0148,3318,2025-05-16,1,0,0
2072,CMP0148,3585,2025-05-16,0,0,0
2073,CMP0148,740,2025-05-16,1,1,0
2074,CMP0148,1747,2025-05-16,0,0,0
2075,CMP0148,126,2025-05-16,0,0,0
2076,CMP0148,2740,2025-05-16,0,0,0
2077,CMP0148,3807,2025-05-16,0,0,0
2078,CMP0148,2832,2025-05-16,1,1,0
2079,CMP0148,3249,2025-05-16,0,0,0
2080,CMP0148,3694,2025-05-16,0,0,0
2081,CMP0148,3726,2025-05-16,0,0,0
2082,CMP0148,3132,2025-05-16,0,0,0
2083,CMP0148,2429,2025-05-16,0,0,0
2084,CMP0148,867,2025-05-16,0,0,0
2085,CMP0148,1508,2025-05-16,0,0,0
2086,CMP0148,2289,2025-05-16,0,0,0
2087,CMP0148,3805,2025-05-16,0,0,0
2088,CMP0148,2132,2025-05-16,0,0,0
2089,CMP0148,1382,2025-05-16,0,0,0
2090,CMP0148,3844,2025-05-16,1,0,0
2091,CMP0148,9,2025-05-16,0,0,0
2092,CMP0148,3339,2025-05-16,0,0,0
2093,CMP0148,361,2025-05-16,0,0,0
2094,CMP0148,3038,2025-05-16,0,0,0
2095,CMP0148,1805,2025-05-16,0,0,0
2096,CMP0148,464,2025-05-16,0,0,0
2097,CMP0148,1935,2025-05-16,1,0,0
2098,CMP0148,3849,2025-05-16,1,0,0
2099,CMP0148,2439,2025-05-16,0,0,0
2100,CMP0148,2189,2025-05-16,0,0,0
2101,CMP0148,2823,2025-05-16,0,0,0
2102,CMP0148,1803,2025-05-16,0,0,0
2103,CMP0148,770,2025-05-16,1,0,0
2104,CMP0148,2374,2025-05-16,0,0,0
2105,CMP0148,1834,2025-05-16,0,0,0
2106,CMP0148,179,2025-05-16,0,0,0
2107,CMP0148,1480,2025-05-16,0,0,0
2108,CMP0148,2776,2025-05-16,0,0,0
2109,CMP0148,4,2025-05-16,0,0,0
2110,CMP0148,1255,2025-05-16,0,0,0
2111,CMP0148,1985,2025-05-16,0,0,0
2112,CMP0148,3715,2025-05-16,0,0,0
2113,CMP0148,527,2025-05-16,1,0,0
2114,CMP0148,3856,2025-05-16,0,0,0
2115,CMP0148,2739,2025-05-16,0,0,0
2116,CMP0148,808,2025-05-16,0,0,0
2117,CMP0148,3941,2025-05-16,0,0,0
2118,CMP0148,2902,2025-05-16,1,0,0
2119,CMP0148,3394,2025-05-16,0,0,0
2120,CMP0148,2617,2025-05-16,1,0,0
2121,CMP0148,2647,2025-05-16,1,0,0
2122,CMP0148,237,2025-05-16,0,0,0
2123,CMP0148,2480,2025-05-16,0,0,0
2124,CMP0148,1589,2025-05-16,0,0,0
2125,CMP0148,2570,2025-05-16,0,0,0
2126,CMP0148,2275,2025-05-16,0,0,0
2127,CMP0148,1355,2025-05-16,0,0,0
2128,CMP0148,2745,2025-05-16,0,0,0
2129,CMP0148,329,2025-05-16,0,0,0
2130,CMP0148,328,2025-05-16,0,0,0
2131,CMP0148,381,2025-05-16,0,0,0
2132,CMP0148,3563,2025-05-16,1,0,0
2133,CMP0148,2050,2025-05-16,0,0,0
2134,CMP0148,1416,2025-05-16,1,0,0
2135,CMP0148,322,2025-05-16,0,0,0
2136,CMP0148,3418,2025-05-16,0,0,0
2137,CMP0148,1842,2025-05-16,1,0,0
2138,CMP0148,1226,2025-05-16,0,0,0
2139,CMP0148,2541,2025-05-16,0,0,0
2140,CMP0148,908,2025-05-16,1,0,0
2141,CMP0148,2571,2025-05-16,0,0,0
2142,CMP0148,1431,2025-05-16,0,0,0
2143,CMP0148,1513,2025-05-16,0,0,0
2144,CMP0148,2290,2025-05-16,0,0,0
2145,CMP0148,1185,2025-05-16,0,0,0
2146,CMP0148,698,2025-05-16,1,1,0
2147,CMP0148,3317,2025-05-16,1,1,0
2148,CMP0148,3046,2025-05-16,0,0,0
2149,CMP0148,1102,2025-05-16,0,0,0
2150,CMP0148,3254,2025-05-16,1,0,0
2151,CMP0148,944,2025-05-16,0,0,0
2152,CMP0148,60,2025-05-16,0,0,0
2153,CMP0148,3982,2025-05-16,0,0,0
2154,CMP0148,2679,2025-05-16,0,0,0
2155,CMP0148,2381,2025-05-16,0,0,0
2156,CMP0148,2841,2025-05-16,0,0,0
2157,CMP0148,638,2025-05-16,1,0,0
2158,CMP0148,1806,2025-05-16,0,0,0
2159,CMP0148,2672,2025-05-16,0,0,0
2160,CMP0148,1149,2025-05-16,0,0,0
2161,CMP0148,3942,2025-05-16,0,0,0
2162,CMP0148,923,2025-05-16,0,0,0
2163,CMP0148,854,2025-05-16,0,0,0
2164,CMP0148,3016,2025-05-16,0,0,0
2165,CMP0148,1961,2025-05-16,1,1,0
2166,CMP0148,3065,2025-05-16,1,0,0
2167,CMP0148,995,2025-05-16,0,0,0
2168,CMP0148,303,2025-05-16,1,0,0
2169,CMP0148,1005,2025-05-16,0,0,0
2170,CMP0148,1222,2025-05-16,0,0,0
2171,CMP0148,1193,2025-05-16,1,0,0
2172,CMP0148,2067,2025-05-16,0,0,0
2173,CMP0148,136,2025-05-16,0,0,0
2174,CMP0148,10,2025-05-16,0,0,0
2175,CMP0148,3983,2025-05-16,0,0,0
2176,CMP0148,1813,2025-05-16,0,0,0
2177,CMP0148,725,2025-05-16,0,0,0
2178,CMP0148,2854,2025-05-16,1,0,0
2179,CMP0148,772,2025-05-16,0,0,0
2180,CMP0148,1215,2025-05-16,0,0,0
2181,CMP0148,3528,2025-05-16,1,0,0
2182,CMP0148,2643,2025-05-16,0,0,0
2183,CMP0148,1216,2025-05-16,1,0,0
2184,CMP0148,173,2025-05-16,1,0,0
2185,CMP0148,2183,2025-05-16,0,0,0
2186,CMP0148,106,2025-05-16,0,0,0
2187,CMP0148,453,2025-05-16,0,0,0
2188,CMP0148,977,2025-05-16,1,0,0
2189,CMP0148,3924,2025-05-16,0,0,0
2190,CMP0148,3834,2025-05-16,1,0,0
2191,CMP0148,1475,2025-05-16,0,0,0
2192,CMP0148,2496,2025-05-16,0,0,0
2193,CMP0148,2591,2025-05-16,0,0,0
2194,CMP0148,1033,2025-05-16,0,0,0
2195,CMP0148,1174,2025-05-16,1,0,0
2196,CMP0148,1521,2025-05-16,1,1,0
2197,CMP0148,2964,2025-05-16,0,0,0
2198,CMP0148,1409,2025-05-16,0,0,0
2199,CMP0148,586,2025-05-16,0,0,0
2200,CMP0148,3084,2025-05-16,0,0,0
2201,CMP0148,3190,2025-05-16,0,0,0
2202,CMP0148,3474,2025-05-16,0,0,0
2203,CMP0148,3338,2025-05-16,1,0,0
2204,CMP0148,1989,2025-05-16,0,0,0
2205,CMP0148,3876,2025-05-16,0,0,0
2206,CMP0148,604,2025-05-16,0,0,0
2207,CMP0148,3273,2025-05-16,0,0,0
2208,CMP0148,3787,2025-05-16,0,0,0
2209,CMP0148,3436,2025-05-16,0,0,0
2210,CMP0148,3574,2025-05-16,0,0,0
2211,CMP0148,3440,2025-05-16,0,0,0
2212,CMP0148,445,2025-05-16,1,0,0
2213,CMP0148,3220,2025-05-16,1,0,0
2214,CMP0148,1844,2025-05-16,1,0,0
2215,CMP0148,1385,2025-05-16,0,0,0
2216,CMP0148,605,2025-05-16,1,0,0
2217,CMP0148,3800,2025-05-16,1,0,0
2218,CMP0148,3955,2025-05-16,0,0,0
2219,CMP0148,317,2025-05-16,0,0,0
2220,CMP0148,1708,2025-05-16,0,0,0
2221,CMP0148,2019,2025-05-16,0,0,0
2222,CMP0148,3868,2025-05-16,1,0,0
2223,CMP0148,2141,2025-05-16,0,0,0
2224,CMP0148,817,2025-05-16,1,1,0
2225,CMP0148,752,2025-05-16,0,0,0
2226,CMP0148,1108,2025-05-16,1,0,0
2227,CMP0148,3819,2025-05-16,0,0,0
2228,CMP0148,2436,2025-05-16,0,0,0
2229,CMP0148,3431,2025-05-16,0,0,0
2230,CMP0148,2825,2025-05-16,0,0,0
2231,CMP0148,316,2025-05-16,0,0,0
2232,CMP0148,1363,2025-05-16,1,1,0
2233,CMP0148,3916,2025-05-16,1,0,0
2234,CMP0148,3044,2025-05-16,0,0,0
2235,CMP0148,281,2025-05-16,0,0,0
2236,CMP0148,1999,2025-05-16,0,0,0
2237,CMP0148,2642,2025-05-16,1,1,0
2238,CMP0148,3854,2025-05-16,0,0,0
2239,CMP0148,2635,2025-05-16,0,0,0
2240,CMP0148,880,2025-05-16,1,0,0
2241,CMP0148,278,2025-05-16,1,0,0
2242,CMP0148,56,2025-05-16,0,0,0
2243,CMP0148,1352,2025-05-16,0,0,0
2244,CMP0148,297,2025-05-16,1,0,0
2245,CMP0148,2310,2025-05-16,1,0,0
2246,CMP0148,1310,2025-05-16,1,0,0
2247,CMP0148,1902,2025-05-16,0,0,0
2248,CMP0148,490,2025-05-16,0,0,0
2249,CMP0148,2363,2025-05-16,1,0,0
2250,CMP0148,2054,2025-05-16,0,0,0
2251,CMP0148,2428,2025-05-16,0,0,0
2252,CMP0148,2786,2025-05-16,1,0,0
2253,CMP0148,3290,2025-05-16,0,0,0
2254,CMP0148,2836,2025-05-16,0,0,0
2255,CMP0148,3410,2025-05-16,0,0,0
2256,CMP0148,3735,2025-05-16,0,0,0
2257,CMP0148,308,2025-05-16,1,0,0
2258,CMP0148,3967,2025-05-16,0,0,0
2259,CMP0148,1177,2025-05-16,0,0,0
2260,CMP0148,2467,2025-05-16,0,0,0
2261,CMP0148,2421,2025-05-16,1,0,0
2262,CMP0148,2320,2025-05-16,0,0,0
2263,CMP0148,84,2025-05-16,0,0,0
2264,CMP0148,3457,2025-05-16,0,0,0
2265,CMP0148,973,2025-05-16,0,0,0
2266,CMP0148,1433,2025-05-16,0,0,0
2267,CMP0148,181,2025-05-16,0,0,0
2268,CMP0148,123,2025-05-16,1,0,0
2269,CMP0148,3586,2025-05-16,0,0,0
2270,CMP0148,3355,2025-05-16,0,0,0
2271,CMP0148,2447,2025-05-16,0,0,0
2272,CMP0148,3875,2025-05-16,1,1,0
2273,CMP0148,2333,2025-05-16,0,0,0
2274,CMP0148,2963,2025-05-16,0,0,0
2275,CMP0148,99,2025-05-16,0,0,0
2276,CMP0148,3676,2025-05-16,1,0,0
2277,CMP0148,2562,2025-05-16,0,0,0
2278,CMP0148,2858,2025-05-16,0,0,0
2279,CMP0148,17,2025-05-16,0,0,0
2280,CMP0148,160,2025-05-16,1,0,0
2281,CMP0148,3258,2025-05-16,0,0,0
2282,CMP0148,1159,2025-05-16,0,0,0
2283,CMP0148,2529,2025-05-16,0,0,0
2284,CMP0148,1639,2025-05-16,0,0,0
2285,CMP0148,2130,2025-05-16,0,0,0
2286,CMP0148,1051,2025-05-16,0,0,0
2287,CMP0148,862,2025-05-16,0,0,0
2288,CMP0148,2110,2025-05-16,1,0,0
2289,CMP0148,401,2025-05-16,0,0,0
2290,CMP0148,353,2025-05-16,0,0,0
2291,CMP0148,1561,2025-05-16,0,0,0
2292,CMP0148,3817,2025-05-16,0,0,0
2293,CMP0148,571,2025-05-16,1,0,0
2294,CMP0148,1272,2025-05-16,1,0,0
2295,CMP0148,3901,2025-05-16,0,0,0
2296,CMP0148,2470,2025-05-16,0,0,0
2297,CMP0148,3643,2025-05-16,0,0,0
2298,CMP0148,3696,2025-05-16,1,0,0
2299,CMP0148,418,2025-05-16,0,0,0
2300,CMP0148,3746,2025-05-16,0,0,0
2301,CMP0148,1681,2025-05-16,0,0,0
2302,CMP0148,1264,2025-05-16,1,0,0
2303,CMP0148,860,2025-05-16,1,0,0
2304,CMP0148,2040,2025-05-16,1,0,0
2305,CMP0148,1899,2025-05-16,1,0,0
2306,CMP0148,383,2025-05-16,0,0,0
2307,CMP0148,900,2025-05-16,0,0,0
2308,CMP0148,513,2025-05-16,0,0,0
2309,CMP0148,3832,2025-05-16,0,0,0
2310,CMP0148,3229,2025-05-16,1,0,0
2311,CMP0148,1344,2025-05-16,0,0,0
2312,CMP0148,457,2025-05-16,0,0,0
2313,CMP0148,1399,2025-05-16,0,0,0
2314,CMP0148,3943,2025-05-16,0,0,0
2315,CMP0148,477,2025-05-16,0,0,0
2316,CMP0148,355,2025-05-16,0,0,0
2317,CMP0148,656,2025-05-16,0,0,0
2318,CMP0148,3470,2025-05-16,0,0,0
2319,CMP0148,2665,2025-05-16,0,0,0
2320,CMP0148,771,2025-05-16,0,0,0
2321,CMP0148,2536,2025-05-16,1,0,0
2322,CMP0148,2269,2025-05-16,0,0,0
2323,CMP0148,4005,2025-05-16,0,0,0
2324,CMP0148,3777,2025-05-16,0,0,0
2325,CMP0148,2929,2025-05-16,0,0,0
2326,CMP0148,3324,2025-05-16,1,1,0
2327,CMP0148,976,2025-05-16,0,0,0
2328,CMP0148,3146,2025-05-16,0,0,0
2329,CMP0148,2742,2025-05-16,1,0,0
2330,CMP0148,3947,2025-05-16,0,0,0
2331,CMP0148,3404,2025-05-16,0,0,0
2332,CMP0148,1349,2025-05-16,0,0,0
2333,CMP0148,852,2025-05-16,1,0,0
2334,CMP0148,1001,2025-05-16,0,0,0
2335,CMP0148,3542,2025-05-16,0,0,0
2336,CMP0148,127,2025-05-16,0,0,0
2337,CMP0148,2327,2025-05-16,0,0,0
2338,CMP0148,2335,2025-05-16,0,0,0
2339,CMP0148,288,2025-05-16,0,0,0
2340,CMP0148,514,2025-05-16,0,0,0
2341,CMP0148,270,2025-05-16,1,0,0
2342,CMP0148,1849,2025-05-16,1,0,0
2343,CMP0148,1949,2025-05-16,0,0,0
2344,CMP0148,1574,2025-05-16,1,0,0
2345,CMP0148,313,2025-05-16,1,0,0
2346,CMP0148,3766,2025-05-16,0,0,0
2347,CMP0148,2520,2025-05-16,1,1,0
2348,CMP0148,2135,2025-05-16,1,0,0
2349,CMP0148,1569,2025-05-16,0,0,0
